x,y,z,canc,data,ora
"-0.91748613,3.8385015,6.543074 - 2021-09-09 19:52:07.441"
"-0.9347249,3.8040237,6.4951887 - 2021-09-09 19:52:07.461"
"-0.8676852,3.7963624,6.4664574 - 2021-09-09 19:52:07.483"
"-0.848531,3.7925313,6.7288694 - 2021-09-09 19:52:07.501"
"-0.88875484,3.813601,6.6809845 - 2021-09-09 19:52:07.521"
"-0.9136553,3.9074566,6.7614317 - 2021-09-09 19:52:07.544"
"-0.9117398,3.8863869,6.709716 - 2021-09-09 19:52:07.562"
"-0.8830086,3.9266107,6.6886463 - 2021-09-09 19:52:07.582"
"-1.0515654,3.9495957,6.6867313 - 2021-09-09 19:52:07.603"
"-1.0132571,3.9151182,6.7078004 - 2021-09-09 19:52:07.621"
"-1.1492519,3.9438496,6.8188953 - 2021-09-09 19:52:07.642"
"-1.0209187,3.8978796,6.7710094 - 2021-09-09 19:52:07.663"
"-1.0247496,3.8729792,6.9529743 - 2021-09-09 19:52:07.682"
"-1.0017645,3.8902178,6.84188 - 2021-09-09 19:52:07.702"
"-0.85427725,3.9515111,6.5832977 - 2021-09-09 19:52:07.723"
"-0.7814913,3.892133,6.5564823 - 2021-09-09 19:52:07.741"
"-0.79873013,3.840417,6.665661 - 2021-09-09 19:52:07.762"
"-0.848531,3.8691483,7.018099 - 2021-09-09 19:52:07.783"
"-0.9921875,3.836586,7.0832233 - 2021-09-09 19:52:07.802"
"-0.95962536,3.7867851,7.0046906 - 2021-09-09 19:52:07.821"
"-0.8734315,3.7139993,6.606283 - 2021-09-09 19:52:07.843"
"-0.65124273,3.8116856,6.1561594 - 2021-09-09 19:52:07.862"
"-0.8523619,3.6373823,6.6484222 - 2021-09-09 19:52:07.881"
"-0.9653716,3.7887006,7.0353374 - 2021-09-09 19:52:07.903"
"-0.9385557,3.8825562,6.8955116 - 2021-09-09 19:52:07.921"
"-1.0190034,3.972581,6.4645414 - 2021-09-09 19:52:07.942"
"-0.96345615,4.0032277,6.3247166 - 2021-09-09 19:52:07.963"
"-0.97877955,3.92278,7.0315065 - 2021-09-09 19:52:07.981"
"-1.0113417,3.9419343,7.2728496 - 2021-09-09 19:52:08.001"
"-0.8945011,3.8672326,7.0564065 - 2021-09-09 19:52:08.023"
"-0.89258564,3.8346708,6.905089 - 2021-09-09 19:52:08.042"
"-0.83895385,3.8289242,6.876357 - 2021-09-09 19:52:08.061"
"-0.9711179,3.8155165,6.7710094 - 2021-09-09 19:52:08.083"
"-0.9289787,3.7963624,6.857203 - 2021-09-09 19:52:08.101"
"-0.85427725,3.7925313,6.738447 - 2021-09-09 19:52:08.122"
"-0.8370385,3.7791233,6.6005373 - 2021-09-09 19:52:08.143"
"-0.71828246,3.748477,6.5124273 - 2021-09-09 19:52:08.162"
"-0.68380487,3.7791233,6.6445913 - 2021-09-09 19:52:08.181"
"-0.85810816,3.8059392,6.8035717 - 2021-09-09 19:52:08.203"
"-0.68380487,3.8576558,6.5871296 - 2021-09-09 19:52:08.222"
"-0.8370385,3.675691,6.937651 - 2021-09-09 19:52:08.242"
"-0.9557946,3.8346708,6.736532 - 2021-09-09 19:52:08.264"
"-0.9270632,3.9017103,6.6005373 - 2021-09-09 19:52:08.281"
"-0.9979338,4.0319586,6.8935957 - 2021-09-09 19:52:08.302"
"-0.95004827,4.051113,6.5813828 - 2021-09-09 19:52:08.323"
"-0.8466156,3.9936504,6.47795 - 2021-09-09 19:52:08.342"
"-0.9347249,3.917034,6.5392437 - 2021-09-09 19:52:08.362"
"-0.9557946,3.7867851,6.751855 - 2021-09-09 19:52:08.383"
"-1.0649735,3.7025068,6.9970284 - 2021-09-09 19:52:08.401"
"-1.0343268,3.771462,6.9453125 - 2021-09-09 19:52:08.421"
"-1.1511673,3.827009,6.884019 - 2021-09-09 19:52:08.443"
"-1.0209187,3.8461633,6.7422776 - 2021-09-09 19:52:08.461"
"-1.0419884,3.8519094,6.650338 - 2021-09-09 19:52:08.482"
"-0.89258564,3.8116856,6.6024523 - 2021-09-09 19:52:08.503"
"-0.980695,3.8040237,6.782502 - 2021-09-09 19:52:08.522"
"-1.0247496,3.8155165,6.8725266 - 2021-09-09 19:52:08.542"
"-0.6780586,3.9572575,6.165736 - 2021-09-09 19:52:08.564"
"-1.099451,3.8250935,6.7346163 - 2021-09-09 19:52:08.581"
"-1.2277842,3.8346708,7.282427 - 2021-09-09 19:52:08.601"
"-0.9347249,3.813601,6.799741 - 2021-09-09 19:52:08.623"
"-0.9538791,3.8250935,6.4760346 - 2021-09-09 19:52:08.641"
"-0.8964165,3.8174317,6.7078004 - 2021-09-09 19:52:08.662"
"-0.8006456,3.7695463,6.832303 - 2021-09-09 19:52:08.683"
"-0.90407825,3.8059392,6.667577 - 2021-09-09 19:52:08.701"
"-1.0285804,3.849994,6.974044 - 2021-09-09 19:52:08.721"
"-0.9481328,3.8442478,6.920412 - 2021-09-09 19:52:08.743"
"-0.8791777,3.8595712,6.838049 - 2021-09-09 19:52:08.761"
"-0.9481328,3.917034,6.9510593 - 2021-09-09 19:52:08.781"
"-0.9021628,3.917034,6.7690945 - 2021-09-09 19:52:08.803"
"-0.9845258,3.8959641,6.855288 - 2021-09-09 19:52:08.821"
"-0.9347249,3.849994,6.7346163 - 2021-09-09 19:52:08.843"
"-0.9194016,3.849994,6.8188953 - 2021-09-09 19:52:08.863"
"-0.8217151,3.8040237,6.70397 - 2021-09-09 19:52:08.881"
"-0.74892914,3.7388997,6.66183 - 2021-09-09 19:52:08.901"
"-0.7699988,3.7829542,6.7767553 - 2021-09-09 19:52:08.923"
"-0.64741194,3.9917352,6.6445913 - 2021-09-09 19:52:08.941"
"-1.0477346,3.6067357,7.020014 - 2021-09-09 19:52:08.961"
"-0.8561927,3.771462,6.914666 - 2021-09-09 19:52:08.983"
"-0.789153,3.7829542,6.70397 - 2021-09-09 19:52:09.001"
"-0.980695,3.8729792,6.968298 - 2021-09-09 19:52:09.022"
"-0.9270632,3.9572575,6.613945 - 2021-09-09 19:52:09.043"
"-0.79298383,3.9132028,6.355363 - 2021-09-09 19:52:09.061"
"-0.85044646,3.9151182,6.4951887 - 2021-09-09 19:52:09.081"
"-0.97877955,3.8614864,6.8533726 - 2021-09-09 19:52:09.103"
"-1.0381576,3.8231783,6.974044 - 2021-09-09 19:52:09.121"
"-1.0477346,3.8040237,7.065984 - 2021-09-09 19:52:09.141"
"-0.93089414,3.746561,7.0238447 - 2021-09-09 19:52:09.163"
"-0.8217151,3.7810388,6.9108343 - 2021-09-09 19:52:09.181"
"-0.7968147,3.7599695,6.8897653 - 2021-09-09 19:52:09.202"
"-0.8044764,3.7963624,6.5832977 - 2021-09-09 19:52:09.223"
"-0.9117398,3.7523077,6.84188 - 2021-09-09 19:52:09.241"
"-0.9481328,3.771462,6.8399644 - 2021-09-09 19:52:09.262"
"-1.0975356,3.9381032,6.751855 - 2021-09-09 19:52:09.283"
"-0.98644125,3.9189491,6.665661 - 2021-09-09 19:52:09.301"
"-0.656989,3.8768098,6.654169 - 2021-09-09 19:52:09.322"
"-0.70295906,3.880641,6.4932733 - 2021-09-09 19:52:09.344"
"-0.9921875,3.9553423,6.5852137 - 2021-09-09 19:52:09.361"
"-1.0956202,3.8863869,6.77484 - 2021-09-09 19:52:09.382"
"-0.9347249,3.8691483,6.604368 - 2021-09-09 19:52:09.404"
"-0.65890443,3.6488748,6.799741 - 2021-09-09 19:52:09.421"
"-0.59378016,3.5837507,7.2881722 - 2021-09-09 19:52:09.441"
"-0.64166564,3.639298,7.629118 - 2021-09-09 19:52:09.463"
"-0.65124273,3.645044,7.36479 - 2021-09-09 19:52:09.481"
"-0.52482504,3.675691,6.9472275 - 2021-09-09 19:52:09.502"
